"beer_1" "beer_2" "difference"
"German Pilsner (Pils)" "American Porter" "0.920230112815432"
"German Pilsner (Pils)" "Double IPA" "0.861993566033797"
"German Pilsner (Pils)" "Robust Porter" "0.948093574358195"
"German Pilsner (Pils)" "Sweet Stout" "0.944591175314267"
"German Pilsner (Pils)" "Oatmeal Stout" "0.95723891225862"
"German Pilsner (Pils)" "American Brown Ale" "0.870000940630536"
"German Pilsner (Pils)" "American Stout" "0.965557511031435"
"Dry Stout" "International Pale Lager" "0.971349380014588"
"Dry Stout" "Specialty IPA: Rye IPA" "0.944615580718489"
"Dry Stout" "Standard/Ordinary Bitter" "0.947001209443446"
"Dry Stout" "Märzen" "0.947299535777828"
"Dry Stout" "Belgian Golden Strong Ale" "0.973815178523777"
"Dry Stout" "Bohemian Pilsener" "0.96750878588953"
"Dry Stout" "Munich Helles" "0.948640483383686"
"Dry Stout" "Special/Best/Premium Bitter" "0.939502778291686"
"Dry Stout" "Oktoberfest/Märzen" "0.956513699263414"
"Dry Stout" "Best Bitter" "0.924469931336301"
"Dry Stout" "Vienna Lager" "0.93731429229529"
"Dry Stout" "Berliner Weisse" "0.94750656167979"
"Dry Stout" "Specialty IPA: Red IPA" "0.941870642715383"
"Dry Stout" "German Pilsner (Pils)" "0.909691629955947"
"Dry Stout" "Strong Bitter" "0.948155440366159"
"Dry Stout" "Belgian Blond Ale" "0.957728895543015"
"Dry Stout" "Fruit Beer" "0.859965222704991"
"Dry Stout" "Belgian Dubbel" "0.887259671559984"
"Dry Stout" "Belgian Tripel" "0.911493613264661"
"Dry Stout" "American Wheat or Rye Beer" "0.899068548688072"
"Dry Stout" "Belgian Pale Ale" "0.959468213751008"
"Dry Stout" "American Wheat Beer" "0.969285667222671"
"Dry Stout" "Extra Special/Strong Bitter (ESB)" "0.949610036835571"
"Dry Stout" "English IPA" "0.964169922210638"
"Dry Stout" "Cream Ale" "0.896826594517683"
"Dry Stout" "Double IPA" "0.972048145361343"
"Dry Stout" "Kölsch" "0.933333333333333"
"Dry Stout" "Weissbier" "0.862785862785863"
"Dry Stout" "California Common Beer" "0.862184005365998"
"Dry Stout" "Witbier" "0.888038277511962"
"Dry Stout" "Imperial IPA" "0.914003893324832"
"Dry Stout" "Blonde Ale" "0.926466786952794"
"Dry Stout" "American Amber Ale" "0.861794003146063"
"Dry Stout" "Saison" "0.880179014600409"
"Dry Stout" "American Pale Ale" "0.95505369014641"
"Dry Stout" "American IPA" "0.928093061836873"
"Strong Bitter" "International Pale Lager" "0.851890547263682"
"Strong Bitter" "Baltic Porter" "0.923426346528228"
"Strong Bitter" "Belgian Golden Strong Ale" "0.860074626865672"
"Strong Bitter" "Foreign Extra Stout" "0.958527824199466"
"Strong Bitter" "Imperial Stout" "0.981815987448204"
"Strong Bitter" "Belgian Dark Strong Ale" "0.923702230605216"
"Strong Bitter" "Brown Porter" "0.907320540156361"
"Strong Bitter" "Dry Stout" "0.948155440366159"
"Strong Bitter" "Russian Imperial Stout" "0.985760274258957"
"Strong Bitter" "Belgian Tripel" "0.894988319804963"
"Strong Bitter" "Specialty IPA: Black IPA" "0.926034115138593"
"Strong Bitter" "American Porter" "0.952249652483423"
"Strong Bitter" "Double IPA" "0.930671240223116"
"Strong Bitter" "Robust Porter" "0.961287160257824"
"Strong Bitter" "Sweet Stout" "0.958395339419282"
"Strong Bitter" "Oatmeal Stout" "0.957259887458518"
"Strong Bitter" "American Stout" "0.950555623160341"
"Strong Bitter" "Imperial IPA" "0.855961441609361"
"Belgian Blond Ale" "Baltic Porter" "0.916894409937888"
"Belgian Blond Ale" "Foreign Extra Stout" "0.962415046625573"
"Belgian Blond Ale" "Imperial Stout" "0.966650588735991"
"Belgian Blond Ale" "British Brown Ale" "0.929374911810357"
"Belgian Blond Ale" "Best Bitter" "0.868127879380148"
"Belgian Blond Ale" "Belgian Dark Strong Ale" "0.867085020242915"
"Belgian Blond Ale" "Brown Porter" "0.948922305764411"
"Belgian Blond Ale" "Specialty IPA: Red IPA" "0.865385556915545"
"Belgian Blond Ale" "Dry Stout" "0.957728895543015"
"Belgian Blond Ale" "Russian Imperial Stout" "0.970959752321981"
"Belgian Blond Ale" "Specialty IPA: Black IPA" "0.934473684210526"
"Belgian Blond Ale" "American Porter" "0.956944972873952"
"Belgian Blond Ale" "Robust Porter" "0.967078039927405"
"Belgian Blond Ale" "Sweet Stout" "0.958535469107551"
"Belgian Blond Ale" "Oatmeal Stout" "0.97031149301826"
"Belgian Blond Ale" "American Brown Ale" "0.953860273459449"
"Belgian Blond Ale" "Irish Red Ale" "0.905139634801289"
"Belgian Blond Ale" "American Stout" "0.954885725479953"
"Fruit Beer" "Imperial Stout" "0.857032162367097"
"Fruit Beer" "Dry Stout" "0.859965222704991"
"Fruit Beer" "Russian Imperial Stout" "0.901715182993115"
"Fruit Beer" "Robust Porter" "0.867188274445939"
"Fruit Beer" "Sweet Stout" "0.890200123109309"
"Fruit Beer" "Oatmeal Stout" "0.870162352199066"
"Fruit Beer" "American Stout" "0.874598960907499"
"Spice  Herb  or Vegetable Beer" "Foreign Extra Stout" "0.862244174359164"
"Spice  Herb  or Vegetable Beer" "Imperial Stout" "0.882569447134942"
"Spice  Herb  or Vegetable Beer" "Russian Imperial Stout" "0.891818657647864"
"Spice  Herb  or Vegetable Beer" "Sweet Stout" "0.872363369811906"
"Spice  Herb  or Vegetable Beer" "Oatmeal Stout" "0.853450728610908"
"Spice  Herb  or Vegetable Beer" "American Stout" "0.85891236669537"
"Russian Imperial Stout" "International Pale Lager" "0.967450980392157"
"Russian Imperial Stout" "Specialty IPA: Rye IPA" "0.954597372929754"
"Russian Imperial Stout" "Holiday/Winter Special Spiced Beer" "0.876091081593928"
"Russian Imperial Stout" "Standard/Ordinary Bitter" "0.979377310029443"
"Russian Imperial Stout" "Märzen" "0.971504489646326"
"Russian Imperial Stout" "Belgian Golden Strong Ale" "0.936190817790531"
"Russian Imperial Stout" "Bohemian Pilsener" "0.982887700534759"
"Russian Imperial Stout" "Munich Helles" "0.976891179432498"
"Russian Imperial Stout" "Special/Best/Premium Bitter" "0.989292860001143"
"Russian Imperial Stout" "Oktoberfest/Märzen" "0.963987848660591"
"Russian Imperial Stout" "British Brown Ale" "0.948740997739578"
"Russian Imperial Stout" "Best Bitter" "0.994117647058824"
"Russian Imperial Stout" "Vienna Lager" "0.982920536635707"
"Russian Imperial Stout" "Berliner Weisse" "0.956044465030107"
"Russian Imperial Stout" "Experimental Beer" "0.861587154546858"
"Russian Imperial Stout" "Belgian Specialty Ale" "0.907527835254705"
"Russian Imperial Stout" "Specialty Beer" "0.879713990859502"
"Russian Imperial Stout" "Brown Porter" "0.858263305322129"
"Russian Imperial Stout" "Specialty IPA: Red IPA" "0.973917008663931"
"Russian Imperial Stout" "German Pilsner (Pils)" "0.96059428176557"
"Russian Imperial Stout" "Strong Bitter" "0.985760274258957"
"Russian Imperial Stout" "Belgian Blond Ale" "0.970959752321981"
"Russian Imperial Stout" "Fruit Beer" "0.901715182993115"
"Russian Imperial Stout" "Spice  Herb  or Vegetable Beer" "0.891818657647864"
"Russian Imperial Stout" "Belgian Dubbel" "0.949343232438606"
"Russian Imperial Stout" "Belgian Tripel" "0.934844224496682"
"Russian Imperial Stout" "American Wheat or Rye Beer" "0.933241806596966"
"Russian Imperial Stout" "Belgian Pale Ale" "0.985261867905057"
"Russian Imperial Stout" "American Wheat Beer" "0.96755228240266"
"Russian Imperial Stout" "Extra Special/Strong Bitter (ESB)" "0.984319872149487"
"Russian Imperial Stout" "English IPA" "0.97579817267221"
"Russian Imperial Stout" "Cream Ale" "0.970216362407032"
"Russian Imperial Stout" "Double IPA" "0.977106711457365"
"Russian Imperial Stout" "Kölsch" "0.948039215686274"
"Russian Imperial Stout" "Robust Porter" "0.860311020960108"
"Russian Imperial Stout" "Sweet Stout" "0.866801274285458"
"Russian Imperial Stout" "Weizen/Weissbier" "0.962971342383107"
"Russian Imperial Stout" "Weissbier" "0.959577677224736"
"Russian Imperial Stout" "California Common Beer" "0.905773967878609"
"Russian Imperial Stout" "Witbier" "0.922441129561873"
"Russian Imperial Stout" "American Brown Ale" "0.915609517828484"
"Russian Imperial Stout" "Irish Red Ale" "0.946238495398159"
"Russian Imperial Stout" "Imperial IPA" "0.92789248149591"
"Russian Imperial Stout" "Blonde Ale" "0.941898864809082"
"Russian Imperial Stout" "American Amber Ale" "0.958020316560359"
"Russian Imperial Stout" "Saison" "0.898173809305313"
"Russian Imperial Stout" "American Pale Ale" "0.96557822803786"
"Russian Imperial Stout" "American IPA" "0.937238655172064"
"Belgian Dubbel" "International Pale Lager" "0.856957928802589"
"Belgian Dubbel" "Munich Helles" "0.893397471621741"
"Belgian Dubbel" "Special/Best/Premium Bitter" "0.902839027427892"
"Belgian Dubbel" "Imperial Stout" "0.923863606626017"
"Belgian Dubbel" "Best Bitter" "0.85643429218923"
"Belgian Dubbel" "Vienna Lager" "0.86060296371998"
"Belgian Dubbel" "Berliner Weisse" "0.872074000458681"
"Belgian Dubbel" "German Pilsner (Pils)" "0.850481159916171"
"Belgian Dubbel" "Dry Stout" "0.887259671559984"
"Belgian Dubbel" "Russian Imperial Stout" "0.949343232438606"
"Belgian Dubbel" "American Wheat Beer" "0.881097964396166"
"Belgian Dubbel" "Kölsch" "0.88377253814147"
"Belgian Dubbel" "Robust Porter" "0.874455975895547"
"Belgian Dubbel" "Sweet Stout" "0.904578880718047"
"Belgian Dubbel" "Oatmeal Stout" "0.908904716715506"
"Belgian Dubbel" "Weissbier" "0.870885897099489"
"Belgian Dubbel" "Blonde Ale" "0.8643956168739"
"Belgian Tripel" "Standard/Ordinary Bitter" "0.878160526331865"
"Belgian Tripel" "Märzen" "0.893139865263308"
"Belgian Tripel" "Bohemian Pilsener" "0.866521814705371"
"Belgian Tripel" "Munich Helles" "0.94542870841589"
"Belgian Tripel" "Special/Best/Premium Bitter" "0.914771808750815"
"Belgian Tripel" "Oktoberfest/Märzen" "0.894137290280882"
"Belgian Tripel" "Imperial Stout" "0.92959960419104"
"Belgian Tripel" "British Brown Ale" "0.860420650095602"
"Belgian Tripel" "Best Bitter" "0.916301078759047"
"Belgian Tripel" "Vienna Lager" "0.897448928247962"
"Belgian Tripel" "Berliner Weisse" "0.896664207605025"
"Belgian Tripel" "Brown Porter" "0.896749521988528"
"Belgian Tripel" "German Pilsner (Pils)" "0.858862374811533"
"Belgian Tripel" "Dry Stout" "0.911493613264661"
"Belgian Tripel" "Strong Bitter" "0.894988319804963"
"Belgian Tripel" "Russian Imperial Stout" "0.934844224496682"
"Belgian Tripel" "American Wheat or Rye Beer" "0.851148772274305"
"Belgian Tripel" "Specialty IPA: Black IPA" "0.853753983428936"
"Belgian Tripel" "American Wheat Beer" "0.902570504798296"
"Belgian Tripel" "Extra Special/Strong Bitter (ESB)" "0.904553546275706"
"Belgian Tripel" "American Porter" "0.917016696486392"
"Belgian Tripel" "English IPA" "0.856148578979508"
"Belgian Tripel" "Kölsch" "0.899494673586452"
"Belgian Tripel" "Robust Porter" "0.937665106261401"
"Belgian Tripel" "Sweet Stout" "0.936948427265687"
"Belgian Tripel" "Oatmeal Stout" "0.936430122013584"
"Belgian Tripel" "American Brown Ale" "0.928629995304941"
"Belgian Tripel" "Irish Red Ale" "0.908005554038059"
"Belgian Tripel" "American Stout" "0.929350774228342"
"Belgian Tripel" "Blonde Ale" "0.867744568559704"
"Belgian Tripel" "American Amber Ale" "0.857651447088545"
"Belgian Tripel" "American Pale Ale" "0.877550010095457"
"American Wheat or Rye Beer" "Baltic Porter" "0.873016492523166"
"American Wheat or Rye Beer" "Foreign Extra Stout" "0.900049061628954"
"American Wheat or Rye Beer" "Imperial Stout" "0.926386543235566"
"American Wheat or Rye Beer" "British Brown Ale" "0.853692463936928"
"American Wheat or Rye Beer" "Belgian Dark Strong Ale" "0.877856994890209"
"American Wheat or Rye Beer" "Brown Porter" "0.883303411131059"
"American Wheat or Rye Beer" "Dry Stout" "0.899068548688072"
"American Wheat or Rye Beer" "Russian Imperial Stout" "0.933241806596966"
"American Wheat or Rye Beer" "Belgian Tripel" "0.851148772274305"
"American Wheat or Rye Beer" "Specialty IPA: Black IPA" "0.894718731298624"
"American Wheat or Rye Beer" "American Porter" "0.911177925345908"
"American Wheat or Rye Beer" "Robust Porter" "0.935510431498793"
"American Wheat or Rye Beer" "Sweet Stout" "0.925721727627163"
"American Wheat or Rye Beer" "Oatmeal Stout" "0.933235242504826"
"American Wheat or Rye Beer" "American Brown Ale" "0.876185973408639"
"American Wheat or Rye Beer" "American Stout" "0.92352538486783"
"Specialty IPA: Black IPA" "International Pale Lager" "0.915"
"Specialty IPA: Black IPA" "Specialty IPA: Rye IPA" "0.890857605177994"
"Specialty IPA: Black IPA" "Standard/Ordinary Bitter" "0.928743343982961"
"Specialty IPA: Black IPA" "Märzen" "0.92993769470405"
"Specialty IPA: Black IPA" "Belgian Golden Strong Ale" "0.903252032520325"
"Specialty IPA: Black IPA" "Bohemian Pilsener" "0.943787878787879"
"Specialty IPA: Black IPA" "Munich Helles" "0.948640483383686"
"Specialty IPA: Black IPA" "Special/Best/Premium Bitter" "0.929611273080661"
"Specialty IPA: Black IPA" "Oktoberfest/Märzen" "0.921995305164319"
"Specialty IPA: Black IPA" "Best Bitter" "0.914438549955791"
"Specialty IPA: Black IPA" "Vienna Lager" "0.919649122807017"
"Specialty IPA: Black IPA" "Berliner Weisse" "0.934632545931758"
"Specialty IPA: Black IPA" "German Pilsner (Pils)" "0.894273127753304"
"Specialty IPA: Black IPA" "Strong Bitter" "0.926034115138593"
"Specialty IPA: Black IPA" "Belgian Blond Ale" "0.934473684210526"
"Specialty IPA: Black IPA" "Belgian Tripel" "0.853753983428936"
"Specialty IPA: Black IPA" "American Wheat or Rye Beer" "0.894718731298624"
"Specialty IPA: Black IPA" "Belgian Pale Ale" "0.935548245614035"
"Specialty IPA: Black IPA" "American Wheat Beer" "0.948877443211833"
"Specialty IPA: Black IPA" "Extra Special/Strong Bitter (ESB)" "0.93748171368861"
"Specialty IPA: Black IPA" "English IPA" "0.943944153577661"
"Specialty IPA: Black IPA" "Cream Ale" "0.90299671592775"
"Specialty IPA: Black IPA" "Double IPA" "0.937612393681653"
"Specialty IPA: Black IPA" "Kölsch" "0.932142857142857"
"Specialty IPA: Black IPA" "Weissbier" "0.854469854469854"
"Specialty IPA: Black IPA" "Witbier" "0.885167464114832"
"Specialty IPA: Black IPA" "Imperial IPA" "0.897781456953642"
"Specialty IPA: Black IPA" "Blonde Ale" "0.923567251461988"
"Specialty IPA: Black IPA" "Saison" "0.863705148205928"
"Specialty IPA: Black IPA" "American Pale Ale" "0.941853056798156"
"Specialty IPA: Black IPA" "American IPA" "0.916103055411704"
"Belgian Pale Ale" "Baltic Porter" "0.852341451454724"
"Belgian Pale Ale" "Foreign Extra Stout" "0.967179350403035"
"Belgian Pale Ale" "Imperial Stout" "0.982045325578096"
"Belgian Pale Ale" "Belgian Dark Strong Ale" "0.894736842105263"
"Belgian Pale Ale" "Brown Porter" "0.924467418546366"
"Belgian Pale Ale" "Dry Stout" "0.959468213751008"
"Belgian Pale Ale" "Russian Imperial Stout" "0.985261867905057"
"Belgian Pale Ale" "Specialty IPA: Black IPA" "0.935548245614035"
"Belgian Pale Ale" "American Porter" "0.953718382301134"
"Belgian Pale Ale" "Robust Porter" "0.959713399879008"
"Belgian Pale Ale" "Sweet Stout" "0.964602402745995"
"Belgian Pale Ale" "Oatmeal Stout" "0.961365467239527"
"Belgian Pale Ale" "American Stout" "0.954631655130382"
"American Wheat Beer" "Holiday/Winter Special Spiced Beer" "0.85822299473442"
"American Wheat Beer" "Baltic Porter" "0.930333395674814"
"American Wheat Beer" "Foreign Extra Stout" "0.968470848027108"
"American Wheat Beer" "Imperial Stout" "0.966083015450596"
"American Wheat Beer" "British Brown Ale" "0.903816657673466"
"American Wheat Beer" "Belgian Dark Strong Ale" "0.934098043398757"
"American Wheat Beer" "Brown Porter" "0.958795562599049"
"American Wheat Beer" "Specialty IPA: Red IPA" "0.871201120406885"
"American Wheat Beer" "Dry Stout" "0.969285667222671"
"American Wheat Beer" "Russian Imperial Stout" "0.96755228240266"
"American Wheat Beer" "Belgian Dubbel" "0.881097964396166"
"American Wheat Beer" "Belgian Tripel" "0.902570504798296"
"American Wheat Beer" "Specialty IPA: Black IPA" "0.948877443211833"
"American Wheat Beer" "American Porter" "0.963441722516055"
"American Wheat Beer" "Double IPA" "0.887162462715164"
"American Wheat Beer" "Robust Porter" "0.968025575168042"
"American Wheat Beer" "Sweet Stout" "0.960472824727014"
"American Wheat Beer" "Oatmeal Stout" "0.96395505403763"
"American Wheat Beer" "American Brown Ale" "0.913837832960166"
"American Wheat Beer" "American Stout" "0.957204222425837"
"Extra Special/Strong Bitter (ESB)" "Baltic Porter" "0.929525496991764"
"Extra Special/Strong Bitter (ESB)" "Belgian Golden Strong Ale" "0.864028213166144"
"Extra Special/Strong Bitter (ESB)" "Foreign Extra Stout" "0.953900609073023"
"Extra Special/Strong Bitter (ESB)" "Imperial Stout" "0.981381338245359"
"Extra Special/Strong Bitter (ESB)" "Belgian Dark Strong Ale" "0.937296539667229"
"Extra Special/Strong Bitter (ESB)" "Brown Porter" "0.910479175996417"
"Extra Special/Strong Bitter (ESB)" "Dry Stout" "0.949610036835571"
"Extra Special/Strong Bitter (ESB)" "Russian Imperial Stout" "0.984319872149487"
"Extra Special/Strong Bitter (ESB)" "Belgian Tripel" "0.904553546275706"
"Extra Special/Strong Bitter (ESB)" "Specialty IPA: Black IPA" "0.93748171368861"
"Extra Special/Strong Bitter (ESB)" "American Porter" "0.954807736693902"
"Extra Special/Strong Bitter (ESB)" "Double IPA" "0.932746622380845"
"Extra Special/Strong Bitter (ESB)" "Robust Porter" "0.95705329153605"
"Extra Special/Strong Bitter (ESB)" "Sweet Stout" "0.962586888373995"
"Extra Special/Strong Bitter (ESB)" "Oatmeal Stout" "0.957823353726906"
"Extra Special/Strong Bitter (ESB)" "American Stout" "0.950674279372833"
"American Porter" "International Pale Lager" "0.926639892904953"
"American Porter" "Specialty IPA: Rye IPA" "0.938628299606192"
"American Porter" "Standard/Ordinary Bitter" "0.934977396273058"
"American Porter" "Märzen" "0.902525991817738"
"American Porter" "Belgian Golden Strong Ale" "0.922813204035655"
"American Porter" "Bohemian Pilsener" "0.961311914323963"
"American Porter" "Munich Helles" "0.950322943334263"
"American Porter" "Special/Best/Premium Bitter" "0.937912973565789"
"American Porter" "Oktoberfest/Märzen" "0.939924958048155"
"American Porter" "Best Bitter" "0.919036002542442"
"American Porter" "Vienna Lager" "0.930102867610794"
"American Porter" "Berliner Weisse" "0.940865825506751"
"American Porter" "Belgian Dark Strong Ale" "0.852947044588611"
"American Porter" "Specialty IPA: Red IPA" "0.87864948164752"
"American Porter" "German Pilsner (Pils)" "0.920230112815432"
"American Porter" "Strong Bitter" "0.952249652483423"
"American Porter" "Belgian Blond Ale" "0.956944972873952"
"American Porter" "Belgian Tripel" "0.917016696486392"
"American Porter" "American Wheat or Rye Beer" "0.911177925345908"
"American Porter" "Belgian Pale Ale" "0.953718382301134"
"American Porter" "American Wheat Beer" "0.963441722516055"
"American Porter" "Extra Special/Strong Bitter (ESB)" "0.954807736693902"
"American Porter" "English IPA" "0.959155995710591"
"American Porter" "Cream Ale" "0.923109515236644"
"American Porter" "Double IPA" "0.970467532340785"
"American Porter" "Kölsch" "0.941518454771467"
"American Porter" "Weissbier" "0.939252505517566"
"American Porter" "Witbier" "0.89435509181863"
"American Porter" "Imperial IPA" "0.91591088415472"
"American Porter" "Blonde Ale" "0.928563376312267"
"American Porter" "Saison" "0.876354612417428"
"American Porter" "American Pale Ale" "0.954130742843953"
"American Porter" "American IPA" "0.932584125557989"
"English IPA" "Baltic Porter" "0.944050599980488"
"English IPA" "Foreign Extra Stout" "0.965351477131582"
"English IPA" "Imperial Stout" "0.977515840871565"
"English IPA" "British Brown Ale" "0.87103294358744"
"English IPA" "Belgian Dark Strong Ale" "0.910277386226339"
"English IPA" "Brown Porter" "0.945013712291199"
"English IPA" "Dry Stout" "0.964169922210638"
"English IPA" "Russian Imperial Stout" "0.97579817267221"
"English IPA" "Belgian Tripel" "0.856148578979508"
"English IPA" "Specialty IPA: Black IPA" "0.943944153577661"
"English IPA" "American Porter" "0.959155995710591"
"English IPA" "Robust Porter" "0.970692664139135"
"English IPA" "Sweet Stout" "0.96238932751866"
"English IPA" "Oatmeal Stout" "0.967477125873772"
"English IPA" "American Brown Ale" "0.867912839335954"
"English IPA" "American Stout" "0.957206856083735"
"Cream Ale" "Baltic Porter" "0.872510173484686"
"Cream Ale" "Foreign Extra Stout" "0.891625615763547"
"Cream Ale" "Imperial Stout" "0.905939213681569"
"Cream Ale" "British Brown Ale" "0.850767310714616"
"Cream Ale" "Belgian Dark Strong Ale" "0.864709643804471"
"Cream Ale" "Brown Porter" "0.87807881773399"
"Cream Ale" "Dry Stout" "0.896826594517683"
"Cream Ale" "Russian Imperial Stout" "0.970216362407032"
"Cream Ale" "Specialty IPA: Black IPA" "0.90299671592775"
"Cream Ale" "American Porter" "0.923109515236644"
"Cream Ale" "Robust Porter" "0.930049261083744"
"Cream Ale" "Sweet Stout" "0.933226995524794"
"Cream Ale" "Oatmeal Stout" "0.928441794140524"
"Cream Ale" "American Brown Ale" "0.883276650947531"
"Cream Ale" "American Stout" "0.946493254613388"
"Double IPA" "International Pale Lager" "0.852397731875253"
"Double IPA" "Standard/Ordinary Bitter" "0.884525949246697"
"Double IPA" "Baltic Porter" "0.921020656136088"
"Double IPA" "Bohemian Pilsener" "0.865436871755219"
"Double IPA" "Munich Helles" "0.943747177998113"
"Double IPA" "Foreign Extra Stout" "0.969692657420482"
"Double IPA" "Special/Best/Premium Bitter" "0.948729847780112"
"Double IPA" "Oktoberfest/Märzen" "0.855075043211884"
"Double IPA" "Imperial Stout" "0.975168095161676"
"Double IPA" "British Brown Ale" "0.945321992709599"
"Double IPA" "Best Bitter" "0.95757579664229"
"Double IPA" "Vienna Lager" "0.938648717784741"
"Double IPA" "Berliner Weisse" "0.888743250957543"
"Double IPA" "Brown Porter" "0.967389920731355"
"Double IPA" "German Pilsner (Pils)" "0.861993566033797"
"Double IPA" "Dry Stout" "0.972048145361343"
"Double IPA" "Strong Bitter" "0.930671240223116"
"Double IPA" "Russian Imperial Stout" "0.977106711457365"
"Double IPA" "Specialty IPA: Black IPA" "0.937612393681653"
"Double IPA" "American Wheat Beer" "0.887162462715164"
"Double IPA" "Extra Special/Strong Bitter (ESB)" "0.932746622380845"
"Double IPA" "American Porter" "0.970467532340785"
"Double IPA" "Kölsch" "0.889211942371116"
"Double IPA" "Robust Porter" "0.975829946509127"
"Double IPA" "Sweet Stout" "0.968327628728962"
"Double IPA" "Oatmeal Stout" "0.975329314433454"
"Double IPA" "American Brown Ale" "0.921107137760904"
"Double IPA" "Irish Red Ale" "0.932327183607343"
"Double IPA" "American Stout" "0.962750010803944"
"Double IPA" "American Amber Ale" "0.909046270135219"
"Kölsch" "Holiday/Winter Special Spiced Beer" "0.88778801843318"
"Kölsch" "Baltic Porter" "0.927846790890269"
"Kölsch" "Belgian Golden Strong Ale" "0.853658536585366"
"Kölsch" "Foreign Extra Stout" "0.935714285714286"
"Kölsch" "Imperial Stout" "0.941352201257862"
"Kölsch" "British Brown Ale" "0.892557130090642"
"Kölsch" "Belgian Dark Strong Ale" "0.926167582417582"
"Kölsch" "Brown Porter" "0.921428571428571"
"Kölsch" "Specialty IPA: Red IPA" "0.864451827242525"
"Kölsch" "Dry Stout" "0.933333333333333"
"Kölsch" "Russian Imperial Stout" "0.948039215686274"
"Kölsch" "Belgian Dubbel" "0.88377253814147"
"Kölsch" "Belgian Tripel" "0.899494673586452"
"Kölsch" "Specialty IPA: Black IPA" "0.932142857142857"
"Kölsch" "American Porter" "0.941518454771467"
"Kölsch" "Double IPA" "0.889211942371116"
"Kölsch" "Robust Porter" "0.954802955665025"
"Kölsch" "Sweet Stout" "0.953756674294432"
"Kölsch" "Oatmeal Stout" "0.952730039384175"
"Kölsch" "American Brown Ale" "0.909837315709202"
"Kölsch" "Irish Red Ale" "0.851360544217687"
"Kölsch" "American Stout" "0.954298121233605"
"Kölsch" "Imperial IPA" "0.907944391884789"
"Robust Porter" "International Pale Lager" "0.933218390804598"
"Robust Porter" "Specialty IPA: Rye IPA" "0.94570918424283"
"Robust Porter" "Standard/Ordinary Bitter" "0.944284087987955"
"Robust Porter" "Märzen" "0.943592222580299"
"Robust Porter" "Belgian Golden Strong Ale" "0.947771236333053"
"Robust Porter" "Bohemian Pilsener" "0.966248693834901"
"Robust Porter" "Munich Helles" "0.953533354168837"
"Robust Porter" "Special/Best/Premium Bitter" "0.946989041922188"
"Robust Porter" "Oktoberfest/Märzen" "0.950331876315363"
"Robust Porter" "Best Bitter" "0.927586206896552"
"Robust Porter" "Vienna Lager" "0.950665456745312"
"Robust Porter" "Berliner Weisse" "0.947832383021088"
"Robust Porter" "Belgian Dark Strong Ale" "0.861427939876216"
"Robust Porter" "Specialty IPA: Red IPA" "0.945602780005346"
"Robust Porter" "German Pilsner (Pils)" "0.948093574358195"
"Robust Porter" "Strong Bitter" "0.961287160257824"
"Robust Porter" "Belgian Blond Ale" "0.967078039927405"
"Robust Porter" "Fruit Beer" "0.867188274445939"
"Robust Porter" "Russian Imperial Stout" "0.860311020960108"
"Robust Porter" "Belgian Dubbel" "0.874455975895547"
"Robust Porter" "Belgian Tripel" "0.937665106261401"
"Robust Porter" "American Wheat or Rye Beer" "0.935510431498793"
"Robust Porter" "Belgian Pale Ale" "0.959713399879008"
"Robust Porter" "American Wheat Beer" "0.968025575168042"
"Robust Porter" "Extra Special/Strong Bitter (ESB)" "0.95705329153605"
"Robust Porter" "English IPA" "0.970692664139135"
"Robust Porter" "Cream Ale" "0.930049261083744"
"Robust Porter" "Double IPA" "0.975829946509127"
"Robust Porter" "Kölsch" "0.954802955665025"
"Robust Porter" "Weissbier" "0.948734676320883"
"Robust Porter" "California Common Beer" "0.854554381100907"
"Robust Porter" "Witbier" "0.931864928779629"
"Robust Porter" "Imperial IPA" "0.920760701327041"
"Robust Porter" "Blonde Ale" "0.942730389191369"
"Robust Porter" "Saison" "0.893197589972564"
"Robust Porter" "American Pale Ale" "0.96266260932161"
"Robust Porter" "American IPA" "0.939213795484443"
"Sweet Stout" "International Pale Lager" "0.954080854309687"
"Sweet Stout" "Specialty IPA: Rye IPA" "0.942662164063599"
"Sweet Stout" "Standard/Ordinary Bitter" "0.953845928893633"
"Sweet Stout" "Märzen" "0.951367651147373"
"Sweet Stout" "Belgian Golden Strong Ale" "0.929864095551711"
"Sweet Stout" "Bohemian Pilsener" "0.95711115733999"
"Sweet Stout" "Munich Helles" "0.949694774174369"
"Sweet Stout" "Special/Best/Premium Bitter" "0.965234737242396"
"Sweet Stout" "Oktoberfest/Märzen" "0.956869823057337"
"Sweet Stout" "Best Bitter" "0.962033153463754"
"Sweet Stout" "Vienna Lager" "0.971510297482837"
"Sweet Stout" "Berliner Weisse" "0.947707766506303"
"Sweet Stout" "Belgian Specialty Ale" "0.883680415809022"
"Sweet Stout" "Specialty IPA: Red IPA" "0.945851737533926"
"Sweet Stout" "German Pilsner (Pils)" "0.944591175314267"
"Sweet Stout" "Strong Bitter" "0.958395339419282"
"Sweet Stout" "Belgian Blond Ale" "0.958535469107551"
"Sweet Stout" "Fruit Beer" "0.890200123109309"
"Sweet Stout" "Spice  Herb  or Vegetable Beer" "0.872363369811906"
"Sweet Stout" "Russian Imperial Stout" "0.866801274285458"
"Sweet Stout" "Belgian Dubbel" "0.904578880718047"
"Sweet Stout" "Belgian Tripel" "0.936948427265687"
